ID,Car MakeID,Car Make,Car ModelID,Car Model,YearID,Year,Mileage,Price,Fuel TypeID,Fuel Type,ColorID,Color,TransmissionID,Transmission,Options/FeaturesID,Options/Features,ConditionID,Condition,Accident,AccidentID
8514,11,Honda,27,Civic,4,2014,60589,6195.528,0,Diesel,5,Orange,0,Automatic,607,"Heated Seats, Sunroof, Backup Camera, Remote Start",2,Used,Yes,1
8515,5,Chevrolet,41,Equinox,8,2018,33197,8772.056,3,Hybrid,7,Silver,1,Manual,813,"Remote Start, Bluetooth",1,New,Yes,1
8516,1,Audi,12,A6,12,2022,32177,12254.216,3,Hybrid,2,Brown,0,Automatic,519,"Heated Seats, Bluetooth, Sunroof",2,Used,Yes,1
8517,28,Volkswagen,57,Golf,7,2017,69307,23034.96,2,Gasoline,4,Green,1,Manual,775,"Leather Seats, Sunroof, Heated Seats",0,Like New,Yes,1
8518,6,Chevy,41,Equinox,11,2021,91247,39138.488,1,Electric,4,Green,0,Automatic,923,"Remote Start, Sunroof, Bluetooth",1,New,Yes,1
8519,16,Land Rover,36,Discovery,8,2018,117923,23696.096,2,Gasoline,4,Green,0,Automatic,865,"Remote Start, Heated Seats",1,New,Yes,1
8520,18,Mazda,20,CX-5,2,2012,97214,26077.864,1,Electric,3,Gray,0,Automatic,793,"Remote Start, Backup Camera, GPS",1,New,Yes,1
8521,6,Chevy,69,Malibu,7,2017,6603,36178.78,3,Hybrid,2,Brown,0,Automatic,262,"Bluetooth, Remote Start",2,Used,No,0
8522,2,BMW,114,X3,9,2019,51480,24487.264,3,Hybrid,9,Yellow,0,Automatic,257,"Bluetooth, Leather Seats, Sunroof",2,Used,Yes,1
8523,18,Mazda,21,CX-9,12,2022,44337,20619.144,0,Diesel,5,Orange,1,Manual,891,"Remote Start, Leather Seats",0,Like New,Yes,1
8524,5,Chevrolet,41,Equinox,4,2014,42069,35591.656,2,Gasoline,1,Blue,0,Automatic,314,GPS,1,New,Yes,1
8525,6,Chevy,107,Traverse,10,2020,62590,9117.736,1,Electric,8,White,1,Manual,1,"Backup Camera, Bluetooth",0,Like New,Yes,1
8526,10,Ford,44,Explorer,8,2018,124349,19429.112,1,Electric,9,Yellow,1,Manual,177,"Bluetooth, Backup Camera, Remote Start, Leather Seats",2,Used,Yes,1
8527,10,Ford,45,F-150,6,2016,142355,34102.312,1,Electric,5,Orange,1,Manual,314,GPS,1,New,Yes,1
8528,1,Audi,90,Q7,4,2014,78041,36927.224,0,Diesel,1,Blue,0,Automatic,525,"Heated Seats, GPS, Backup Camera",0,Like New,Yes,1
8529,1,Audi,12,A6,3,2013,70909,39776.84,0,Diesel,6,Red,0,Automatic,184,"Bluetooth, GPS",0,Like New,Yes,1
8530,23,Porsche,24,Cayenne,10,2020,56559,6625.728,0,Diesel,4,Green,1,Manual,738,"Leather Seats, Remote Start, Backup Camera, Sunroof",1,New,Yes,1
8531,10,Ford,78,Mustang,10,2020,6743,11712.832,3,Hybrid,2,Brown,0,Automatic,1038,"Sunroof, Heated Seats, Leather Seats",1,New,Yes,1
8532,6,Chevy,69,Malibu,5,2015,5714,8069.744,1,Electric,6,Red,1,Manual,252,"Bluetooth, Leather Seats, Remote Start",1,New,Yes,1
8533,14,Kia,100,Sorento,6,2016,51211,36740.08,0,Diesel,5,Orange,0,Automatic,202,"Bluetooth, GPS, Remote Start, Heated Seats",2,Used,Yes,1
8534,27,Toyota,58,Highlander,11,2021,143972,26844.208,3,Hybrid,8,White,1,Manual,786,Remote Start,0,Like New,Yes,1
8535,23,Porsche,68,Macan,3,2013,63444,38137.21,0,Diesel,4,Green,1,Manual,681,"Leather Seats, GPS",2,Used,No,0
8536,7,Chrysler,25,Charger,9,2019,45095,30905.296,2,Gasoline,7,Silver,0,Automatic,628,Leather Seats,2,Used,Yes,1
8537,2,BMW,3,5 Series,0,2010,111545,35365.224,1,Electric,2,Brown,0,Automatic,54,"Backup Camera, Heated Seats, Bluetooth",2,Used,Yes,1
8538,1,Audi,89,Q5,9,2019,74510,35082.024,0,Diesel,8,White,1,Manual,767,"Leather Seats, Sunroof, Bluetooth, GPS",0,Like New,Yes,1
8539,12,Hyundai,63,Kona,2,2012,139791,10093.016,1,Electric,7,Silver,0,Automatic,121,"Backup Camera, Remote Start, Leather Seats",2,Used,Yes,1
8540,13,Jaguar,117,XE,8,2018,86726,18603.616,3,Hybrid,6,Red,1,Manual,651,"Leather Seats, Backup Camera, Sunroof, Bluetooth",2,Used,Yes,1
8541,28,Volkswagen,62,Jetta,1,2011,51040,28157.952,2,Gasoline,4,Green,0,Automatic,471,Heated Seats,1,New,Yes,1
8542,25,Subaru,61,Impreza,5,2015,145461,25228.976,1,Electric,6,Red,1,Manual,550,"Heated Seats, Leather Seats",2,Used,Yes,1
8543,2,BMW,116,X7,1,2011,63971,13147.792,2,Gasoline,7,Silver,1,Manual,707,"Leather Seats, Heated Seats",1,New,Yes,1
8544,25,Subaru,51,Forester,12,2022,82304,16986.656,3,Hybrid,4,Green,0,Automatic,840,"Remote Start, GPS, Backup Camera",1,New,Yes,1
8545,13,Jaguar,118,XF,8,2018,19952,35623.36,2,Gasoline,5,Orange,0,Automatic,582,"Heated Seats, Remote Start, Bluetooth",2,Used,Yes,1
8546,13,Jaguar,118,XF,9,2019,44583,11140.496,1,Electric,1,Blue,1,Manual,436,"GPS, Remote Start, Leather Seats, Backup Camera",0,Like New,Yes,1
8547,5,Chevrolet,69,Malibu,6,2016,82496,22622.696,0,Diesel,4,Green,1,Manual,471,Heated Seats,1,New,Yes,1
8548,25,Subaru,61,Impreza,0,2010,107907,27583.992,0,Diesel,2,Brown,1,Manual,157,Bluetooth,0,Like New,Yes,1
8549,12,Hyundai,40,Elantra,7,2017,131663,32702.2,1,Electric,9,Yellow,1,Manual,157,Bluetooth,1,New,Yes,1
8550,25,Subaru,61,Impreza,10,2020,116762,7914.3,0,Diesel,8,White,0,Automatic,943,Sunroof,2,Used,No,0
8551,26,Tesla,75,Model S,6,2016,135367,10764.808,0,Diesel,1,Blue,0,Automatic,288,"Bluetooth, Sunroof",1,New,Yes,1
8552,5,Chevrolet,31,Cruze,1,2011,147643,8252.448,2,Gasoline,6,Red,0,Automatic,471,Heated Seats,2,Used,Yes,1
8553,13,Jaguar,60,I-Pace,1,2011,125354,4861.816,3,Hybrid,2,Brown,1,Manual,140,"Backup Camera, Sunroof, GPS, Leather Seats",2,Used,Yes,1
8554,16,Land Rover,111,Velar,9,2019,132450,20703.736,3,Hybrid,4,Green,1,Manual,1080,"Sunroof, Remote Start, Bluetooth",0,Like New,Yes,1
8555,26,Tesla,76,Model X,2,2012,133374,18019.45,2,Gasoline,1,Blue,1,Manual,655,"Leather Seats, Bluetooth",1,New,No,0
8556,20,Mercedes,95,S-Class,4,2014,88948,20485.424,2,Gasoline,4,Green,0,Automatic,1,"Backup Camera, Bluetooth",0,Like New,Yes,1
8557,22,Nissan,64,Leaf,3,2013,51437,36817.472,1,Electric,2,Brown,0,Automatic,46,"Backup Camera, GPS, Remote Start, Leather Seats",1,New,Yes,1
8558,1,Audi,11,A4,2,2012,120601,9365.808,0,Diesel,2,Brown,1,Manual,913,"Remote Start, Leather Seats, Sunroof, Backup Camera",1,New,Yes,1
8559,10,Ford,42,Escape,8,2018,5118,28574.504,0,Diesel,6,Red,1,Manual,27,"Backup Camera, GPS",2,Used,Yes,1
8560,13,Jaguar,119,XJ,8,2018,21519,21102.712,2,Gasoline,1,Blue,0,Automatic,0,Backup Camera,0,Like New,Yes,1
8561,7,Chrysler,82,Pacifica,6,2016,146946,19166.08,3,Hybrid,9,Yellow,0,Automatic,865,"Remote Start, Heated Seats",2,Used,Yes,1
8562,14,Kia,101,Soul,2,2012,43150,28965.128,0,Diesel,1,Blue,1,Manual,395,"GPS, Leather Seats, Backup Camera, Bluetooth",1,New,Yes,1
8563,9,Fiat,5,500X,12,2022,87888,23938.92,2,Gasoline,5,Orange,0,Automatic,315,"GPS, Backup Camera",0,Like New,Yes,1
8564,9,Fiat,106,Tipo,0,2010,126352,6905.416,1,Electric,5,Orange,1,Manual,470,"GPS, Sunroof, Remote Start, Leather Seats",2,Used,Yes,1
8565,22,Nissan,14,Altima,5,2015,111441,22097.368,3,Hybrid,6,Red,1,Manual,707,"Leather Seats, Heated Seats",0,Like New,Yes,1
8566,27,Toyota,103,Tacoma,5,2015,72467,34277.416,3,Hybrid,1,Blue,1,Manual,713,"Leather Seats, Heated Seats, Bluetooth",1,New,Yes,1
8567,14,Kia,100,Sorento,1,2011,86778,34878.552,3,Hybrid,5,Orange,1,Manual,33,"Backup Camera, GPS, Heated Seats",1,New,Yes,1
8568,13,Jaguar,117,XE,0,2010,135634,9774.296,1,Electric,0,Black,1,Manual,787,"Remote Start, Backup Camera",1,New,Yes,1
8569,10,Ford,50,Focus,3,2013,42229,14883.688,2,Gasoline,6,Red,1,Manual,233,"Bluetooth, Heated Seats, Sunroof, GPS",0,Like New,Yes,1
8570,7,Chrysler,113,Voyager,11,2021,147081,19037.792,3,Hybrid,4,Green,1,Manual,53,"Backup Camera, Heated Seats",1,New,Yes,1
8571,1,Audi,89,Q5,2,2012,81542,40525.95,3,Hybrid,9,Yellow,1,Manual,108,"Backup Camera, Remote Start, Bluetooth, Heated Seats",0,Like New,No,0
8572,22,Nissan,94,Rogue,10,2020,80194,36410.288,3,Hybrid,2,Brown,0,Automatic,839,"Remote Start, GPS",2,Used,Yes,1
8573,28,Volkswagen,62,Jetta,10,2020,21621,38890.016,1,Electric,9,Yellow,1,Manual,1068,"Sunroof, Leather Seats, Heated Seats, Remote Start",0,Like New,Yes,1
8574,16,Land Rover,36,Discovery,1,2011,80258,6367.232,2,Gasoline,0,Black,1,Manual,943,Sunroof,1,New,Yes,1
8575,20,Mercedes,54,GLC,12,2022,13385,26772.92,3,Hybrid,5,Orange,1,Manual,109,"Backup Camera, Remote Start, Bluetooth, Leather Seats",2,Used,Yes,1
8576,14,Kia,52,Forte,5,2015,132946,4747.232,1,Electric,2,Brown,0,Automatic,0,Backup Camera,1,New,Yes,1
8577,20,Mercedes,9,A-Class,7,2017,114489,4880.208,0,Diesel,4,Green,0,Automatic,628,Leather Seats,2,Used,Yes,1
8578,18,Mazda,67,MX-5 Miata,10,2020,62132,14774.728,2,Gasoline,4,Green,0,Automatic,0,Backup Camera,0,Like New,Yes,1
8579,20,Mercedes,18,C-Class,2,2012,9305,39997.74,3,Hybrid,9,Yellow,0,Automatic,1048,"Sunroof, Leather Seats",0,Like New,No,0
8580,11,Honda,87,Pilot,12,2022,32511,26022.824,1,Electric,0,Black,0,Automatic,1048,"Sunroof, Leather Seats",2,Used,Yes,1
8581,22,Nissan,64,Leaf,11,2021,60060,39435.912,1,Electric,8,White,1,Manual,498,"Heated Seats, Bluetooth",1,New,Yes,1
8582,26,Tesla,75,Model S,6,2016,95247,15624.58,0,Diesel,1,Blue,0,Automatic,219,"Bluetooth, Heated Seats, GPS, Remote Start",2,Used,No,0
8583,25,Subaru,51,Forester,1,2011,64183,25624.344,3,Hybrid,8,White,0,Automatic,231,"Bluetooth, Heated Seats, Sunroof",0,Like New,Yes,1
8584,26,Tesla,74,Model 3,12,2022,62882,26997.152,1,Electric,5,Orange,0,Automatic,897,"Remote Start, Leather Seats, Bluetooth",0,Like New,Yes,1
8585,27,Toyota,23,Camry,5,2015,131139,34304.16,1,Electric,9,Yellow,0,Automatic,770,"Leather Seats, Sunroof, GPS",2,Used,Yes,1
8586,23,Porsche,104,Taycan,5,2015,21700,37817.168,0,Diesel,9,Yellow,0,Automatic,27,"Backup Camera, GPS",2,Used,Yes,1
8587,23,Porsche,83,Panamera,3,2013,101129,23978.504,3,Hybrid,9,Yellow,1,Manual,1011,"Sunroof, GPS, Heated Seats, Remote Start",2,Used,Yes,1
8588,13,Jaguar,60,I-Pace,2,2012,111682,19930.05,1,Electric,6,Red,1,Manual,326,"GPS, Backup Camera, Leather Seats",2,Used,No,0
8589,9,Fiat,37,Doblo,12,2022,32493,7841.84,1,Electric,9,Yellow,1,Manual,278,"Bluetooth, Remote Start, Leather Seats",0,Like New,Yes,1
8590,13,Jaguar,119,XJ,2,2012,53960,6963.688,1,Electric,3,Gray,0,Automatic,976,"Sunroof, Bluetooth, GPS",2,Used,Yes,1
8591,18,Mazda,73,Mazda6,5,2015,85058,25812.51,2,Gasoline,8,White,0,Automatic,12,"Backup Camera, Bluetooth, Leather Seats",1,New,No,0
8592,9,Fiat,5,500X,4,2014,131134,9564.39,3,Hybrid,6,Red,1,Manual,55,"Backup Camera, Heated Seats, Bluetooth, GPS",1,New,No,0
8593,12,Hyundai,40,Elantra,7,2017,15712,37147.416,2,Gasoline,4,Green,1,Manual,8,"Backup Camera, Bluetooth, Heated Seats, GPS",2,Used,Yes,1
8594,16,Land Rover,43,Evoque,4,2014,21566,32703.432,2,Gasoline,4,Green,1,Manual,445,"GPS, Sunroof",1,New,Yes,1
8595,25,Subaru,61,Impreza,4,2014,142233,20820.768,3,Hybrid,3,Gray,1,Manual,142,"Backup Camera, Sunroof, Heated Seats",0,Like New,Yes,1
8596,6,Chevy,41,Equinox,9,2019,46180,20352.656,1,Electric,4,Green,0,Automatic,1017,"Sunroof, GPS, Remote Start",1,New,Yes,1
8597,14,Kia,102,Sportage,11,2021,136536,12417.448,0,Diesel,7,Silver,1,Manual,1040,"Sunroof, Heated Seats, Leather Seats, Bluetooth",2,Used,Yes,1
8598,7,Chrysler,1,300,8,2018,43164,33994.84,2,Gasoline,3,Gray,0,Automatic,81,"Backup Camera, Leather Seats, Bluetooth, GPS",1,New,Yes,1
8599,13,Jaguar,46,F-Type,12,2022,42377,20677.296,3,Hybrid,2,Brown,0,Automatic,572,"Heated Seats, Leather Seats, Sunroof, Backup Camera",0,Like New,Yes,1
8600,5,Chevrolet,107,Traverse,1,2011,91344,45212.2,2,Gasoline,3,Gray,1,Manual,766,"Leather Seats, Sunroof, Bluetooth, Backup Camera",0,Like New,No,0
8601,5,Chevrolet,31,Cruze,5,2015,23770,11340.896,2,Gasoline,0,Black,0,Automatic,314,GPS,2,Used,Yes,1
8602,13,Jaguar,117,XE,6,2016,62383,8569.52,0,Diesel,0,Black,0,Automatic,1093,"Sunroof, Remote Start, Heated Seats, GPS",1,New,No,0
8603,2,BMW,115,X5,3,2013,39799,36811.568,1,Electric,8,White,1,Manual,619,"Heated Seats, Sunroof, Leather Seats, Backup Camera",1,New,Yes,1
8604,11,Honda,87,Pilot,6,2016,42237,4651.872,0,Diesel,7,Silver,1,Manual,203,"Bluetooth, GPS, Remote Start, Leather Seats",1,New,Yes,1
8605,9,Fiat,37,Doblo,2,2012,139197,6153.824,2,Gasoline,7,Silver,0,Automatic,380,"GPS, Heated Seats, Leather Seats, Bluetooth",0,Like New,Yes,1
8606,14,Kia,79,Optima,2,2012,81110,5356.056,0,Diesel,5,Orange,0,Automatic,661,"Leather Seats, Bluetooth, GPS",0,Like New,Yes,1
8607,28,Volkswagen,16,Beetle,7,2017,74563,18721.416,1,Electric,2,Brown,1,Manual,765,"Leather Seats, Sunroof, Bluetooth",0,Like New,Yes,1
8608,7,Chrysler,1,300,2,2012,102667,10714.304,1,Electric,4,Green,0,Automatic,591,"Heated Seats, Remote Start, GPS, Sunroof",2,Used,Yes,1
8609,2,BMW,0,3 Series,7,2017,108249,11496.448,0,Diesel,4,Green,1,Manual,342,"GPS, Bluetooth, Backup Camera",1,New,Yes,1
8610,28,Volkswagen,105,Tiguan,2,2012,148655,13543.512,2,Gasoline,8,White,1,Manual,881,"Remote Start, Heated Seats, Leather Seats",2,Used,Yes,1
8611,27,Toyota,23,Camry,1,2011,149285,11553.312,0,Diesel,9,Yellow,1,Manual,106,"Backup Camera, Remote Start, Bluetooth",1,New,Yes,1
8612,14,Kia,52,Forte,12,2022,25217,18699.256,2,Gasoline,0,Black,1,Manual,79,"Backup Camera, Leather Seats",2,Used,Yes,1
8613,20,Mercedes,39,E-Class,11,2021,123716,38435.44,2,Gasoline,7,Silver,1,Manual,452,"GPS, Sunroof, Bluetooth, Backup Camera",0,Like New,Yes,1
8614,23,Porsche,8,911,1,2011,133319,22964.928,2,Gasoline,0,Black,0,Automatic,786,Remote Start,2,Used,Yes,1
8615,28,Volkswagen,57,Golf,3,2013,135703,6173.304,3,Hybrid,0,Black,1,Manual,53,"Backup Camera, Heated Seats",2,Used,Yes,1
8616,5,Chevrolet,98,Silverado,7,2017,80444,21458.032,0,Diesel,1,Blue,1,Manual,314,GPS,0,Like New,Yes,1
8617,13,Jaguar,60,I-Pace,11,2021,114591,8166.408,3,Hybrid,4,Green,1,Manual,928,"Remote Start, Sunroof, GPS",0,Like New,Yes,1
8618,16,Land Rover,35,Defender,1,2011,42205,5639.432,3,Hybrid,5,Orange,0,Automatic,277,"Bluetooth, Remote Start, Heated Seats, Sunroof",0,Like New,Yes,1
8619,2,BMW,116,X7,0,2010,46397,10073.776,0,Diesel,3,Gray,1,Manual,321,"GPS, Backup Camera, Heated Seats",0,Like New,Yes,1
8620,14,Kia,79,Optima,3,2013,105499,11977.104,0,Diesel,0,Black,0,Automatic,419,"GPS, Remote Start",0,Like New,Yes,1
8621,13,Jaguar,119,XJ,12,2022,56999,33327.4,1,Electric,7,Silver,1,Manual,288,"Bluetooth, Sunroof",1,New,Yes,1
8622,7,Chrysler,1,300,4,2014,18053,29299.544,0,Diesel,1,Blue,1,Manual,996,"Sunroof, GPS",0,Like New,Yes,1
8623,20,Mercedes,9,A-Class,6,2016,22877,6225.8,0,Diesel,7,Silver,0,Automatic,0,Backup Camera,1,New,Yes,1
8624,27,Toyota,103,Tacoma,11,2021,50219,34856.024,3,Hybrid,6,Red,0,Automatic,787,"Remote Start, Backup Camera",1,New,Yes,1
8625,7,Chrysler,1,300,8,2018,10934,12576.688,0,Diesel,4,Green,0,Automatic,314,GPS,1,New,Yes,1
8626,9,Fiat,37,Doblo,2,2012,45753,23378.58,2,Gasoline,5,Orange,0,Automatic,336,"GPS, Backup Camera, Sunroof",2,Used,No,0
8627,23,Porsche,83,Panamera,6,2016,132772,39233.464,1,Electric,0,Black,0,Automatic,1022,"Sunroof, Heated Seats",0,Like New,Yes,1
8628,26,Tesla,75,Model S,3,2013,125081,20036.168,0,Diesel,8,White,1,Manual,367,"GPS, Heated Seats",2,Used,Yes,1
8629,7,Chrysler,1,300,6,2016,35844,30727.656,2,Gasoline,4,Green,1,Manual,618,"Heated Seats, Sunroof, Leather Seats",1,New,Yes,1
8630,18,Mazda,67,MX-5 Miata,6,2016,125889,36253.016,3,Hybrid,3,Gray,1,Manual,856,"Remote Start, GPS, Leather Seats, Backup Camera",0,Like New,Yes,1
8631,14,Kia,101,Soul,3,2013,71053,23837.056,3,Hybrid,2,Brown,1,Manual,944,"Sunroof, Backup Camera",1,New,Yes,1
8632,9,Fiat,37,Doblo,11,2021,29440,25111.21,1,Electric,7,Silver,0,Automatic,1033,"Sunroof, Heated Seats, GPS",1,New,No,0
8633,13,Jaguar,119,XJ,2,2012,113134,45666.04,2,Gasoline,4,Green,1,Manual,839,"Remote Start, GPS",0,Like New,No,0
8634,12,Hyundai,96,Santa Fe,12,2022,34243,20950.72,2,Gasoline,1,Blue,1,Manual,524,"Heated Seats, GPS",0,Like New,No,0
8635,26,Tesla,75,Model S,12,2022,25197,7390.616,0,Diesel,4,Green,1,Manual,56,"Backup Camera, Heated Seats, Bluetooth, Leather Seats",1,New,Yes,1
8636,14,Kia,100,Sorento,2,2012,47047,31656.616,2,Gasoline,0,Black,1,Manual,813,"Remote Start, Bluetooth",1,New,Yes,1
8637,11,Honda,27,Civic,7,2017,74993,33590.64,1,Electric,4,Green,1,Manual,475,"Heated Seats, Backup Camera, Bluetooth, Leather Seats",2,Used,Yes,1
8638,14,Kia,101,Soul,3,2013,121647,29483.552,3,Hybrid,1,Blue,0,Automatic,840,"Remote Start, GPS, Backup Camera",0,Like New,Yes,1
8639,25,Subaru,61,Impreza,6,2016,146424,17646.16,2,Gasoline,5,Orange,0,Automatic,750,"Leather Seats, Remote Start, Heated Seats, Backup Camera",1,New,Yes,1
8640,16,Land Rover,111,Velar,7,2017,122359,19209.776,0,Diesel,2,Brown,0,Automatic,628,Leather Seats,0,Like New,Yes,1
8641,11,Honda,19,CR-V,5,2015,24702,44005.52,3,Hybrid,6,Red,0,Automatic,943,Sunroof,0,Like New,No,0
8642,28,Volkswagen,16,Beetle,10,2020,55768,30080.16,2,Gasoline,5,Orange,1,Manual,786,Remote Start,1,New,Yes,1
8643,27,Toyota,92,RAV4,10,2020,72553,30929.6,1,Electric,9,Yellow,0,Automatic,97,"Backup Camera, Leather Seats, Remote Start, GPS",1,New,Yes,1
8644,27,Toyota,29,Corolla,1,2011,11358,9876.312,2,Gasoline,5,Orange,1,Manual,944,"Sunroof, Backup Camera",2,Used,Yes,1
8645,1,Audi,90,Q7,12,2022,100980,24160.176,3,Hybrid,9,Yellow,1,Manual,367,"GPS, Heated Seats",1,New,Yes,1
8646,23,Porsche,104,Taycan,8,2018,45947,36556.64,2,Gasoline,9,Yellow,1,Manual,471,Heated Seats,1,New,Yes,1
8647,6,Chevy,22,Camaro,5,2015,63193,26819.024,0,Diesel,3,Gray,0,Automatic,813,"Remote Start, Bluetooth",1,New,Yes,1
8648,23,Porsche,68,Macan,10,2020,113156,15859.128,3,Hybrid,7,Silver,0,Automatic,551,"Heated Seats, Leather Seats, Backup Camera",2,Used,Yes,1
8649,10,Ford,50,Focus,0,2010,75158,27913.248,2,Gasoline,3,Gray,1,Manual,341,"GPS, Bluetooth",1,New,Yes,1
8650,7,Chrysler,38,Dodge Durango,7,2017,99351,15368.416,1,Electric,0,Black,0,Automatic,869,"Remote Start, Heated Seats, Backup Camera, Leather Seats",1,New,Yes,1
8651,10,Ford,42,Escape,5,2015,81349,9823.104,2,Gasoline,1,Blue,0,Automatic,34,"Backup Camera, GPS, Heated Seats, Bluetooth",0,Like New,Yes,1
8652,18,Mazda,72,Mazda3,6,2016,71219,27669.512,2,Gasoline,1,Blue,0,Automatic,628,Leather Seats,2,Used,Yes,1
8653,11,Honda,48,Fit,2,2012,37568,35508.944,1,Electric,8,White,1,Manual,0,Backup Camera,0,Like New,Yes,1
8654,28,Volkswagen,105,Tiguan,8,2018,71146,27924.064,1,Electric,0,Black,1,Manual,314,GPS,2,Used,Yes,1
8655,6,Chevy,41,Equinox,6,2016,95355,17758.344,1,Electric,8,White,0,Automatic,273,"Bluetooth, Remote Start, Heated Seats",1,New,Yes,1
8656,2,BMW,116,X7,1,2011,59498,40980.08,1,Electric,7,Silver,1,Manual,774,"Leather Seats, Sunroof, GPS, Remote Start",1,New,No,0
8657,11,Honda,48,Fit,4,2014,149654,24382.344,0,Diesel,7,Silver,1,Manual,943,Sunroof,1,New,Yes,1
8658,13,Jaguar,117,XE,1,2011,77932,19583.272,0,Diesel,4,Green,1,Manual,1048,"Sunroof, Leather Seats",2,Used,Yes,1
8659,1,Audi,90,Q7,11,2021,130098,34578.608,3,Hybrid,1,Blue,1,Manual,0,Backup Camera,2,Used,Yes,1
8660,22,Nissan,64,Leaf,3,2013,104411,14373.624,3,Hybrid,2,Brown,1,Manual,189,"Bluetooth, GPS, Backup Camera, Sunroof",1,New,Yes,1
8661,18,Mazda,21,CX-9,2,2012,45195,12984.32,3,Hybrid,8,White,1,Manual,373,"GPS, Heated Seats, Bluetooth",2,Used,Yes,1
8662,20,Mercedes,18,C-Class,9,2019,24586,39465.552,3,Hybrid,9,Yellow,1,Manual,0,Backup Camera,2,Used,Yes,1
8663,20,Mercedes,95,S-Class,1,2011,116852,8418.552,3,Hybrid,0,Black,0,Automatic,268,"Bluetooth, Remote Start, GPS",0,Like New,Yes,1
8664,25,Subaru,65,Legacy,2,2012,57833,27671.496,2,Gasoline,8,White,0,Automatic,157,Bluetooth,0,Like New,Yes,1
8665,10,Ford,44,Explorer,0,2010,31412,20550.304,0,Diesel,5,Orange,0,Automatic,472,"Heated Seats, Backup Camera",0,Like New,Yes,1
8666,1,Audi,89,Q5,2,2012,125635,27164.968,2,Gasoline,9,Yellow,0,Automatic,938,"Remote Start, Sunroof, Leather Seats",2,Used,Yes,1
8667,13,Jaguar,46,F-Type,7,2017,96066,11028.064,0,Diesel,7,Silver,1,Manual,190,"Bluetooth, GPS, Heated Seats",0,Like New,Yes,1
8668,14,Kia,79,Optima,3,2013,100779,12867.6,1,Electric,1,Blue,0,Automatic,786,Remote Start,2,Used,Yes,1
8669,7,Chrysler,1,300,9,2019,89176,38132.664,0,Diesel,9,Yellow,0,Automatic,342,"GPS, Bluetooth, Backup Camera",0,Like New,Yes,1
8670,6,Chevy,69,Malibu,10,2020,91583,39717.13,3,Hybrid,1,Blue,0,Automatic,157,Bluetooth,0,Like New,No,0
8671,23,Porsche,83,Panamera,2,2012,31400,10147.32,3,Hybrid,4,Green,1,Manual,943,Sunroof,1,New,Yes,1
8672,25,Subaru,80,Outback,1,2011,55456,6184.712,3,Hybrid,1,Blue,1,Manual,157,Bluetooth,1,New,Yes,1
8673,16,Land Rover,93,Range Rover,1,2011,7078,8991.504,3,Hybrid,5,Orange,0,Automatic,888,"Remote Start, Heated Seats, Sunroof, Bluetooth",2,Used,Yes,1
8674,23,Porsche,104,Taycan,0,2010,105238,4239.432,0,Diesel,8,White,0,Automatic,902,"Remote Start, Leather Seats, GPS",2,Used,Yes,1
8675,12,Hyundai,63,Kona,5,2015,103580,13524.04,2,Gasoline,2,Brown,0,Automatic,734,"Leather Seats, Remote Start, Backup Camera",1,New,Yes,1
8676,5,Chevrolet,41,Equinox,8,2018,105057,16485.46,2,Gasoline,3,Gray,0,Automatic,1075,"Sunroof, Remote Start, Backup Camera",2,Used,No,0
8677,12,Hyundai,40,Elantra,8,2018,79715,7927.208,1,Electric,1,Blue,1,Manual,831,"Remote Start, Bluetooth, Leather Seats, GPS",2,Used,Yes,1
8678,9,Fiat,5,500X,2,2012,119995,38752.304,0,Diesel,7,Silver,0,Automatic,435,"GPS, Remote Start, Leather Seats",2,Used,Yes,1
8679,27,Toyota,92,RAV4,3,2013,7570,47958.13,1,Electric,6,Red,1,Manual,798,"Remote Start, Backup Camera, Heated Seats",0,Like New,No,0
8680,22,Nissan,94,Rogue,12,2022,83603,29094.048,1,Electric,1,Blue,0,Automatic,164,"Bluetooth, Backup Camera, Heated Seats",2,Used,Yes,1
8681,6,Chevy,22,Camaro,8,2018,137590,16830.864,1,Electric,3,Gray,1,Manual,786,Remote Start,2,Used,Yes,1
8682,27,Toyota,103,Tacoma,2,2012,129796,46459.61,1,Electric,2,Brown,1,Manual,138,"Backup Camera, Sunroof, GPS, Bluetooth",2,Used,No,0
8683,1,Audi,11,A4,1,2011,82947,14006.568,2,Gasoline,9,Yellow,1,Manual,655,"Leather Seats, Bluetooth",1,New,Yes,1
8684,23,Porsche,24,Cayenne,5,2015,24826,30703.728,0,Diesel,6,Red,0,Automatic,240,"Bluetooth, Leather Seats, Backup Camera, Remote Start",1,New,Yes,1
8685,12,Hyundai,108,Tucson,8,2018,43862,20203.288,0,Diesel,8,White,1,Manual,539,"Heated Seats, GPS, Leather Seats, Sunroof",1,New,Yes,1
8686,12,Hyundai,40,Elantra,9,2019,67363,19530.8,1,Electric,5,Orange,1,Manual,158,"Bluetooth, Backup Camera",1,New,Yes,1
8687,25,Subaru,30,Crosstrek,9,2019,102981,33507.096,3,Hybrid,0,Black,1,Manual,314,GPS,1,New,Yes,1
8688,10,Ford,42,Escape,2,2012,72480,37248.304,3,Hybrid,2,Brown,0,Automatic,803,"Remote Start, Backup Camera, Leather Seats",1,New,Yes,1
8689,13,Jaguar,119,XJ,6,2016,148716,32978.496,2,Gasoline,1,Blue,0,Automatic,943,Sunroof,0,Like New,Yes,1
