ID,Car MakeID,Car ModelID,YearID,Mileage,Price,Fuel TypeID,ColorID,TransmissionID,Options/FeaturesID,ConditionID,AccidentID
14625,18,20,4,120007,8276.25,0,7,1,755,2,1
14626,27,103,0,71730,26041.94,3,2,1,628,0,1
14627,27,23,7,19152,24664.14,0,0,1,184,1,1
14628,10,45,3,120526,38803.34,1,1,1,786,1,1
14629,12,96,7,61655,14572.06,1,1,1,64,0,1
14630,14,52,6,32173,25453.48,3,4,1,142,1,1
14631,2,115,3,63972,28717.10,1,7,1,499,2,1
14632,12,96,10,81695,27194.64,2,0,1,835,2,1
14633,5,107,1,80714,33875.80,3,5,0,144,2,0
14634,16,36,1,84394,25869.33,3,0,0,157,1,1
14635,9,106,4,123071,19763.28,1,0,1,461,2,1
14636,26,74,1,120697,4242.31,0,6,0,440,2,1
14637,6,98,2,61999,36832.84,2,8,0,1022,0,1
14638,1,90,3,99607,12824.79,0,5,1,150,0,1
14639,27,92,11,18366,13142.15,1,5,0,865,2,1
14640,2,3,7,145712,4193.77,1,9,0,783,1,1
14641,2,0,9,76866,31022.81,1,5,1,0,1,1
14642,20,95,8,149114,22924.20,0,6,0,1074,0,1
14643,25,30,11,50350,11237.79,2,0,1,445,2,1
14644,18,20,6,53698,23435.68,3,6,0,839,0,1
14645,25,30,4,8503,24591.35,0,0,0,676,0,1
14646,1,11,4,68718,29363.85,2,0,1,718,0,1
14647,11,27,5,115353,13737.69,1,1,0,865,1,0
14648,12,63,9,22202,28848.49,2,3,0,184,0,1
14649,12,40,10,70859,7717.74,2,8,0,157,1,0
14650,9,84,9,68721,25757.98,0,5,1,130,1,1
14651,6,69,0,90503,34564.22,1,0,0,314,0,1
14652,23,8,11,102384,9780.16,3,4,0,786,0,1
14653,6,22,7,54037,29717.23,2,9,0,471,1,1
14654,14,101,11,50320,39380.12,0,2,0,283,0,1
14655,16,93,9,51370,13164.82,3,1,0,399,1,0
14656,27,29,11,92392,10502.24,1,5,0,718,0,1
14657,9,4,8,37209,14891.67,2,0,1,79,0,1
14658,6,107,2,67625,23147.92,3,6,0,865,2,1
14659,16,111,2,52216,15390.86,0,1,0,1033,1,1
14660,10,78,0,78464,18589.47,0,0,0,677,1,1
14661,14,52,4,121491,32622.96,1,1,1,157,0,0
14662,16,111,1,121491,21360.21,0,0,1,319,1,0
14663,28,57,8,128208,23075.46,2,4,1,59,1,1
14664,28,16,3,93946,5333.97,0,9,1,498,2,1
14665,23,24,2,137848,12988.66,2,8,0,211,2,1
14666,27,29,6,36579,7220.55,1,6,0,651,0,0
14667,12,108,9,100486,23085.88,3,0,0,315,2,1
14668,13,46,12,69386,27984.07,2,1,0,53,0,1
14669,22,94,12,99475,33205.07,0,6,1,943,1,1
14670,23,104,4,25312,27334.85,3,4,0,977,1,1
14671,2,0,4,120202,31924.02,3,1,1,1031,2,1
14672,2,3,0,55797,36810.04,2,3,1,786,1,1
14673,6,98,6,49599,16183.87,1,3,1,944,2,0
14674,9,106,3,26976,19501.99,2,6,1,550,2,1
14675,16,43,11,65380,20197.93,3,0,1,888,0,1
14676,18,72,5,25531,37645.90,3,2,0,471,0,1
14677,12,96,0,111461,30812.28,1,8,0,668,2,1
14678,1,11,9,86041,9636.84,3,5,0,944,2,1
14679,28,57,6,70159,38176.04,2,6,0,1033,1,1
14680,1,11,7,43273,9652.30,3,3,0,630,1,1
14681,25,51,6,66387,27823.78,2,4,1,404,2,1
14682,13,119,12,15791,25836.50,2,7,1,942,1,0
14683,11,48,6,57625,32118.92,3,4,0,3,2,1
14684,25,65,9,76944,22236.96,3,1,0,27,2,1
14685,1,90,9,40331,28084.71,2,0,1,943,2,1
14686,2,114,5,131167,15674.02,1,0,1,157,1,1
14687,18,20,1,24397,10684.42,0,1,0,1082,2,1
14688,13,119,2,73767,35995.10,1,5,1,336,0,1
14689,12,108,0,79522,7402.31,2,7,0,162,2,1
14690,26,76,7,11461,13061.06,2,8,0,375,0,1
14691,20,39,7,49345,39598.82,0,2,1,315,2,1
14692,10,44,12,141101,31061.50,0,5,1,471,2,1
14693,11,48,11,54323,34186.39,3,4,1,121,1,1
14694,22,70,11,69953,12582.10,2,6,1,943,2,1
14695,10,45,0,5885,36786.53,1,1,1,765,0,1
14696,16,111,5,23475,9370.52,3,8,0,200,1,1
14697,5,69,2,112810,39410.17,2,4,1,368,2,0
14698,22,14,9,40805,11716.22,1,2,0,898,0,1
14699,16,35,11,142619,30975.11,3,1,1,788,0,1
14700,1,10,0,58443,10194.54,1,2,1,813,0,1
14701,12,63,8,127319,38757.74,3,9,0,718,0,1
14702,13,60,2,54549,29484.10,2,9,0,471,1,1
14703,22,70,9,7660,9293.61,2,0,1,1048,2,1
14704,16,35,7,66642,11582.82,1,1,1,563,1,1
14705,16,43,7,110364,10994.70,0,7,1,314,2,1
14706,13,119,4,68661,34899.73,1,0,1,1004,1,1
14707,20,95,7,141259,4155.75,3,1,0,158,0,1
14708,2,114,4,44675,17746.01,0,5,0,131,1,1
14709,7,82,8,110488,6919.62,3,5,1,746,2,1
14710,9,106,4,7661,11884.28,3,7,1,1074,1,1
14711,27,92,3,53987,31303.96,1,4,1,474,1,1
14712,11,13,3,132216,24814.06,3,8,1,640,0,1
14713,18,21,4,137015,21597.16,3,1,1,157,2,1
14714,7,38,7,45050,18739.30,0,5,1,786,2,1
14715,16,93,10,119865,38974.47,0,4,0,331,2,1
14716,27,92,12,56020,25114.42,1,6,1,905,0,1
14717,14,101,9,77117,13629.67,0,5,1,733,1,1
14718,22,70,3,6976,35964.00,3,5,0,912,2,1
14719,25,30,11,59860,28119.65,2,5,0,1,1,1
14720,20,95,2,7861,9659.02,0,5,0,549,2,0
14721,20,9,5,42625,13409.30,2,2,0,943,1,1
14722,22,64,5,37869,30038.65,2,0,1,966,1,0
14723,23,83,2,107123,15235.58,2,4,1,806,0,1
14724,13,118,9,84587,18180.83,3,0,0,111,0,0
14725,12,40,7,6726,37242.71,0,2,1,865,0,1
14726,12,40,3,138910,28401.88,2,1,0,157,2,1
14727,22,94,8,149687,13045.93,2,8,1,687,1,1
14728,20,18,10,68701,33649.89,3,6,1,971,2,1
14729,12,63,9,24083,6169.34,1,2,1,0,2,1
14730,6,107,10,47921,12898.73,1,7,1,733,2,1
14731,13,117,12,76034,36069.57,0,4,0,144,0,1
14732,14,79,6,78192,21593.76,1,9,0,1022,0,1
14733,27,23,8,51382,6698.04,3,8,0,524,0,1
14734,6,107,2,113179,24459.20,3,1,1,157,2,1
14735,22,97,8,133280,44639.28,0,9,1,881,0,0
14736,5,98,12,73165,20169.14,3,6,1,393,0,1
14737,9,37,1,136084,24217.64,0,1,1,602,2,1
14738,6,22,10,58140,19181.46,3,9,0,314,1,1
14739,14,52,5,75480,24318.58,1,9,0,928,1,1
14740,11,87,11,147537,33983.70,2,6,0,943,1,1
14741,25,61,6,41748,20326.29,0,1,0,314,1,1
14742,13,60,6,126907,12252.78,0,8,0,1002,1,1
14743,2,3,6,120462,8345.47,1,8,0,733,2,1
14744,27,103,2,81232,21551.58,0,5,0,341,1,1
14745,16,43,6,86807,30620.26,1,3,0,324,2,1
14746,16,93,5,35456,12816.13,2,8,0,393,1,0
14747,20,95,4,37132,37449.66,3,6,0,0,1,0
14748,10,78,8,53438,9489.20,0,9,1,341,2,0
14749,22,97,5,143391,31141.45,1,9,1,105,0,0
14750,25,30,9,13908,7906.52,0,2,1,629,0,1
14751,7,113,6,34852,38190.34,3,6,0,853,2,0
14752,1,12,6,53277,16304.57,1,4,1,554,2,1
14753,28,57,12,100487,18024.89,1,2,0,760,1,1
14754,16,93,10,12976,39833.12,0,3,1,157,0,1
14755,27,23,2,35751,24468.34,2,5,1,991,0,1
14756,16,35,3,72159,31098.21,2,8,1,486,2,1
14757,25,30,2,78933,5192.51,2,3,0,315,2,1
14758,16,93,3,127637,24334.22,0,7,1,69,2,1
14759,6,41,3,70024,23568.24,3,5,0,419,0,1
14760,28,57,8,42653,14095.37,3,1,0,0,0,1
14761,14,101,2,62567,25787.21,2,6,0,524,0,1
14762,6,107,6,57645,14377.32,1,5,1,105,1,0
14763,5,31,12,148524,31234.14,3,4,1,79,0,1
14764,13,60,6,26590,9919.84,1,4,1,586,2,1
14765,18,21,3,26853,12817.49,0,1,0,461,2,0
14766,28,85,11,145219,7104.12,0,3,0,1022,2,1
14767,27,29,7,94947,25401.86,0,9,1,786,2,1
14768,13,119,9,27782,10093.04,1,2,0,629,2,1
14769,18,67,0,37219,17870.78,2,4,0,828,1,1
14770,2,114,1,145266,15611.86,0,0,0,315,0,1
14771,13,118,1,136186,25790.69,1,7,1,749,1,1
14772,23,83,3,98154,31151.87,3,0,0,314,2,1
14773,23,68,11,44993,8600.38,3,6,0,814,2,1
14774,1,89,4,107238,15752.70,1,2,0,983,1,1
14775,5,107,1,53467,35865.66,1,2,1,624,1,1
14776,28,85,11,62195,47815.56,3,0,1,668,0,0
14777,9,84,6,93090,34718.34,1,4,0,865,1,1
14778,23,24,10,85514,17426.74,0,1,0,700,2,1
14779,10,45,1,19392,19392.50,3,3,1,90,0,1
14780,25,30,8,136466,10144.52,1,9,0,723,0,1
14781,18,67,0,27609,28776.29,1,2,1,314,0,1
14782,13,119,4,108334,29723.90,1,8,0,634,1,1
14783,2,114,5,141434,30791.70,0,5,0,881,2,1
14784,28,62,6,41567,13640.61,0,1,1,498,1,1
14785,2,3,1,108648,25983.76,2,5,1,126,0,1
14786,28,16,8,79685,24509.30,0,2,0,716,1,1
14787,1,10,7,109337,21579.52,3,1,0,336,2,1
14788,12,63,1,55910,10506.17,0,0,1,911,2,1
14789,12,63,3,7727,19299.34,0,8,1,445,2,1
14790,7,25,10,56346,21906.08,2,8,1,628,1,1
14791,22,64,9,99114,21503.65,1,0,0,731,0,1
14792,10,50,2,57167,20949.06,3,6,0,1095,0,1
14793,22,97,12,40456,31708.65,3,5,0,775,2,0
14794,23,83,3,12241,25843.68,0,5,1,628,1,1
14795,12,99,9,96984,27220.37,3,8,1,367,2,0
14796,2,116,11,95224,15256.17,0,2,1,335,0,1
14797,14,79,2,52457,36224.33,1,4,1,981,2,0
14798,7,113,5,58347,36802.00,1,8,1,943,0,1
14799,6,98,6,118013,10213.39,0,7,0,943,1,1
14800,22,97,12,7878,15621.90,1,0,0,373,2,1
14801,23,104,6,26917,10939.47,1,9,1,226,0,1
14802,14,100,7,141561,36900.36,0,4,1,891,2,1
14803,6,22,3,20995,13900.31,0,5,0,184,2,0
14804,10,78,1,94301,46012.64,3,7,0,349,2,0
14805,9,106,2,134984,25950.50,1,9,0,268,0,1
14806,10,44,4,87463,29140.48,0,0,1,157,1,1
14807,20,39,10,75848,32008.78,1,3,0,210,0,1
14808,26,76,11,42010,11816.90,1,9,1,1023,0,1
14809,10,42,11,74063,45928.42,0,9,1,314,0,0
14810,9,4,4,111979,35076.48,1,3,0,471,2,1
14811,14,52,7,60978,10589.75,0,8,0,918,0,1
14812,13,117,12,89995,35670.28,1,4,1,342,0,1
14813,20,18,4,81806,28853.48,0,3,1,314,2,0
14814,10,45,1,131010,17354.23,0,4,1,1093,0,1
14815,9,4,8,53326,49650.94,3,2,0,157,1,0
14816,7,113,3,99098,21747.22,2,1,1,210,2,1
14817,9,5,1,82544,5168.53,2,7,0,476,0,1
14818,26,76,0,63035,23322.54,3,4,0,681,1,1
14819,16,111,9,105368,35313.06,2,4,1,312,0,1
14820,9,5,4,50703,38245.04,3,2,1,826,1,1
14821,20,9,11,68994,17185.07,3,0,0,488,0,1
14822,10,42,3,8925,16672.37,3,7,1,642,0,1
14823,7,82,1,8447,39714.53,3,3,1,1099,1,1
14824,27,29,5,12731,18614.64,1,4,0,131,1,1
14825,5,98,0,70555,6294.50,2,9,1,993,2,1
14826,1,90,4,89876,28583.98,0,9,0,42,2,1
14827,27,23,5,121734,37189.90,3,9,1,524,0,1
14828,18,67,7,115116,28893.49,3,2,1,582,1,1
14829,9,5,6,25341,32391.22,0,6,0,590,0,1
14830,25,65,9,129737,31204.64,3,1,1,0,0,1
14831,12,63,5,84726,15254.94,2,4,1,628,2,1
14832,9,37,4,11109,38665.30,3,0,1,1095,2,1
14833,11,48,8,12163,27452.66,0,8,0,0,1,1
14834,5,31,6,78448,13658.47,2,7,1,707,2,1
14835,22,97,2,15688,26434.72,3,3,0,275,0,1
14836,5,69,11,43228,31979.94,2,2,1,684,1,0
14837,12,96,7,97870,17953.88,2,5,0,970,0,1
14838,6,41,11,114289,18826.72,1,2,1,608,0,0
14839,23,24,2,69499,22891.25,0,1,1,638,2,1
14840,28,85,8,105528,38427.12,1,2,1,288,2,1
14841,5,31,10,13535,36516.46,3,8,0,681,0,1
14842,13,118,4,129719,6869.00,3,0,0,425,2,1
14843,13,118,11,123772,43845.49,2,2,1,628,1,0
14844,7,113,10,133781,21313.52,1,3,0,273,1,0
14845,23,104,3,120501,22022.49,2,8,0,190,1,1
14846,26,76,1,131713,31174.53,3,2,1,227,2,0
14847,27,58,0,29147,13177.77,3,7,1,232,2,1
14848,12,99,2,26345,15485.25,2,6,0,839,1,1
14849,20,18,2,125682,10043.87,2,4,0,786,0,0
14850,2,116,10,74074,9369.85,2,0,1,965,2,1
14851,25,30,5,141118,31648.66,2,2,0,701,0,1
14852,9,5,7,143539,16756.19,2,1,0,498,1,1
14853,2,115,4,53779,18995.18,0,8,1,718,0,1
14854,26,77,2,96134,9617.14,2,8,0,615,2,1
14855,13,46,11,86544,40679.26,3,6,1,518,1,0
14856,25,80,2,74657,21570.87,1,0,1,288,0,1
14857,10,50,10,46378,27948.14,3,1,1,365,2,1
14858,12,63,8,20988,23314.73,1,2,1,638,1,1
14859,10,50,8,67074,13753.78,2,8,1,1048,2,1
14860,10,45,1,142023,27621.32,1,6,0,314,1,1
14861,1,89,12,62225,38208.87,3,6,1,943,1,1
14862,7,113,7,129028,23921.38,1,5,0,760,1,0
14863,1,90,0,111416,30893.02,1,7,0,358,1,1
14864,14,100,4,68158,16341.68,3,3,0,955,1,1
14865,28,85,2,121432,16530.32,0,9,1,786,0,1
14866,28,105,10,51117,14196.34,2,6,1,314,0,1
14867,16,35,4,84954,28701.82,0,6,1,943,1,1
14868,10,45,6,63464,8741.75,1,2,0,72,1,1
14869,11,87,9,83565,43257.88,2,8,1,786,0,0
14870,5,69,7,149316,26427.14,0,6,0,944,1,1
14871,7,38,8,109212,41332.60,0,1,0,786,0,0
14872,5,41,8,44090,31400.63,2,3,1,682,2,1
14873,11,87,6,98846,13209.34,0,6,0,496,2,1
14874,23,104,2,54108,35866.18,0,7,0,341,0,1
14875,12,96,3,73052,13036.65,3,5,1,664,2,1
14876,20,39,0,116764,5886.80,2,1,1,944,2,1
14877,9,37,10,140941,38000.33,1,7,1,262,0,1
14878,27,23,2,9683,30575.63,0,0,0,618,0,0
14879,22,70,8,110320,44062.69,3,2,1,786,2,0
14880,9,4,3,103070,33275.74,0,9,1,943,2,1
14881,11,19,1,29174,19624.23,0,8,0,549,2,1
14882,20,9,1,48222,15940.35,1,2,1,106,2,1
14883,23,24,3,82926,6374.86,0,2,1,943,2,1
14884,13,118,7,54793,27650.10,2,8,1,912,0,1
14885,22,97,7,102448,38589.92,3,5,1,357,2,1
14886,13,46,5,111403,8258.35,3,5,1,586,2,1
14887,28,105,1,149966,13472.56,2,5,1,362,0,1
14888,13,117,4,76037,18239.19,2,5,0,932,2,1
14889,9,37,0,46428,40323.59,1,1,0,786,1,0
14890,20,9,1,102001,15923.64,2,7,0,666,0,1
14891,22,64,2,44765,26689.43,1,2,0,878,2,1
14892,18,73,1,28884,7824.71,0,5,1,314,0,1
14893,10,45,2,91007,4630.30,0,8,1,542,2,1
14894,5,69,4,135271,12250.80,2,7,1,498,2,1
14895,1,12,8,77933,33865.82,0,0,0,157,1,1
14896,12,108,11,67303,28552.13,3,0,1,850,0,0
14897,11,13,10,89008,38158.25,0,9,1,786,1,1
14898,18,67,2,6995,4092.82,3,7,1,830,1,1
14899,6,107,3,86744,35885.09,1,6,0,1,2,1
14900,13,46,3,135615,14379.84,3,2,1,0,0,1
14901,14,52,4,99150,38699.34,1,9,0,899,0,1
14902,23,104,6,65671,7349.85,1,6,0,38,1,1
14903,18,21,5,96470,33074.78,1,0,0,63,1,1
14904,7,82,12,121090,26918.24,2,3,1,713,1,0
14905,10,45,2,17979,12763.90,1,8,0,943,1,1
14906,20,18,11,133624,36576.35,2,4,0,1038,1,1
14907,23,83,8,18227,32538.92,3,2,1,882,2,1
14908,2,0,1,103057,27594.63,0,1,0,425,1,1
14909,12,96,0,130544,28090.62,1,9,0,314,2,1
14910,22,14,10,58628,18642.76,2,3,1,0,1,1
14911,1,10,8,42947,16005.41,1,5,0,943,1,1
14912,2,3,5,116591,33209.31,2,7,0,786,2,1
14913,23,24,9,101471,4180.86,3,9,0,521,0,1
14914,11,48,10,102619,27495.66,3,4,1,786,2,1
14915,12,96,10,18084,12548.30,3,0,0,53,2,1
14916,22,14,2,104911,25055.71,2,4,0,314,1,0
14917,1,90,12,75811,35764.78,1,5,0,527,0,1
14918,2,0,0,51212,33733.76,1,6,0,498,0,1
14919,25,30,4,65796,23623.74,1,3,0,161,2,1
14920,10,50,6,128997,6178.87,0,4,1,918,0,1
14921,26,75,8,20256,28720.83,3,0,0,268,2,1
14922,7,38,6,79228,26108.03,2,6,0,0,2,1
14923,12,63,11,59497,35526.57,1,0,0,483,1,1
14924,13,60,7,44065,24711.32,3,3,0,550,2,1
14925,14,100,5,117545,37986.83,1,1,1,450,1,1
14926,20,9,11,66772,6516.90,2,9,0,928,0,1
14927,14,100,9,127619,18435.04,3,1,1,656,2,1
14928,23,24,1,129872,25245.99,1,9,0,707,0,1
14929,23,83,11,78976,26440.41,3,3,0,550,2,1
14930,12,96,6,145456,30466.69,3,4,1,628,2,1
14931,27,92,2,42650,14310.72,0,2,0,0,0,1
14932,26,76,11,118660,9110.14,2,3,0,169,0,1
14933,9,84,1,90939,21143.52,0,2,1,602,2,0
14934,7,113,10,144436,7102.60,2,8,0,0,1,1
14935,7,82,3,33541,12387.87,3,6,0,943,0,1
14936,2,114,12,20069,9721.51,2,9,1,608,0,1
14937,20,39,3,107365,32247.70,2,1,0,131,2,1
14938,6,41,7,138981,30078.15,0,2,0,656,1,1
14939,1,11,4,46058,33535.73,1,4,0,786,0,1
14940,12,96,11,142510,22501.26,1,2,0,943,1,1
14941,26,76,3,147931,27324.42,1,4,0,280,1,1
14942,28,62,6,102237,27221.23,1,7,1,625,0,0
14943,7,38,8,116048,39981.40,0,0,0,798,2,1
14944,10,78,0,40144,11891.37,0,0,0,577,2,1
14945,9,37,0,90342,23889.59,0,2,1,786,2,1
14946,1,10,12,60304,33125.86,2,9,1,519,1,1
14947,5,107,5,101960,32047.34,2,4,1,380,1,1
14948,6,69,8,17541,16444.92,3,8,0,105,0,1
14949,22,14,3,121140,32178.23,3,6,0,314,0,1
14950,23,104,8,12051,31416.43,3,0,0,27,2,1
14951,11,87,0,137381,25504.15,2,1,0,105,1,1
14952,26,76,2,25035,30837.36,2,6,0,0,1,1
14953,5,31,8,103383,34250.86,1,9,0,157,0,1
14954,7,38,11,30214,11326.55,2,4,1,157,0,0
14955,20,18,10,146082,16751.06,3,4,0,257,1,1
14956,28,62,8,7322,28890.05,0,1,0,759,1,1
14957,16,36,2,104903,35812.99,0,1,1,814,2,1
14958,23,68,3,9040,30480.47,0,9,1,786,1,1
14959,18,72,10,25682,15990.33,0,2,1,786,1,1
14960,11,13,11,93446,36992.42,0,3,0,493,2,1
14961,27,58,12,42127,16985.71,1,3,1,0,0,1
14962,25,30,2,45690,18300.97,3,3,1,393,0,1
14963,14,79,5,48827,17735.85,3,2,1,194,1,1
14964,1,12,2,116815,33516.37,3,7,1,1033,1,0
14965,13,119,1,46887,14540.70,1,9,0,628,0,1
14966,13,117,10,81065,14107.55,1,4,1,493,2,1
14967,9,106,2,46787,17143.98,2,0,0,824,2,1
14968,28,62,1,99611,13461.61,3,9,0,681,1,1
14969,22,64,12,52973,26503.25,3,1,1,538,2,1
14970,16,93,7,7006,37594.29,0,7,1,85,0,1
14971,11,19,9,37986,29710.30,0,8,1,43,1,1
14972,25,65,11,75112,37740.11,2,8,1,112,0,1
14973,16,111,8,127033,24156.92,1,2,0,702,1,1
14974,11,87,6,89281,38793.48,0,0,1,0,2,1
14975,10,42,0,37667,30026.75,1,0,0,471,0,1
14976,13,119,9,64876,4079.30,3,6,1,393,0,1
14977,23,24,4,88139,36427.36,1,2,0,157,2,1
14978,25,51,10,31053,9167.15,0,8,0,237,2,1
14979,7,113,8,139475,34695.85,0,5,0,183,0,0
14980,22,97,5,48904,15562.31,3,3,1,80,0,1
14981,28,105,8,111875,33846.75,2,3,1,240,1,1
14982,11,13,5,36905,30382.16,3,8,1,299,0,1
14983,14,102,8,79028,10764.91,1,2,0,471,1,1
14984,14,102,1,8305,17715.60,3,3,0,295,0,1
14985,27,29,2,6214,12414.98,3,1,0,471,2,1
14986,14,52,0,55793,32419.50,1,2,0,347,1,1
14987,27,58,11,132264,20058.18,1,4,1,786,1,1
14988,2,0,1,24021,32438.45,2,7,1,833,2,1
14989,10,44,1,95255,13532.18,3,4,0,928,0,1
14990,14,100,10,54497,10377.29,2,8,0,315,1,1
14991,18,72,2,49036,14623.96,0,0,0,1074,0,1
14992,2,114,11,19399,30982.10,0,6,1,707,0,1
14993,6,98,1,127553,23581.67,1,1,0,471,1,1
14994,18,20,6,94471,18567.27,3,6,0,684,0,1
14995,9,4,5,133697,7257.60,3,6,1,377,0,1
14996,9,37,12,131242,9994.52,3,8,0,498,1,1
14997,20,95,6,69339,39236.10,2,3,1,943,2,0
14998,16,93,10,120574,23947.43,1,3,0,770,2,1
14999,27,23,2,112338,17824.56,2,3,1,928,2,1
15000,13,117,4,56858,12079.10,2,8,0,834,0,1
15001,5,31,6,56942,12697.49,3,2,0,488,0,1
15002,22,64,8,19507,11375.69,2,8,0,891,2,1
15003,23,24,7,39977,34449.34,2,8,0,617,1,1
15004,26,77,0,89335,15887.42,3,3,0,0,1,1
15005,11,27,7,96181,30572.53,3,6,0,211,0,1
15006,25,80,6,15756,13520.78,3,8,0,786,2,1
15007,28,16,7,146642,8280.81,3,0,0,210,1,1
15008,9,106,4,23615,8919.06,0,2,0,1054,2,1
15009,13,46,5,82657,9984.01,2,1,0,728,2,1
15010,12,96,4,142672,39630.18,1,8,1,472,2,1
15011,11,13,4,31641,8273.26,3,3,0,558,0,1
15012,18,20,7,68030,26675.75,0,0,0,417,0,1
15013,2,114,0,37101,11365.46,0,7,0,203,0,1
15014,2,114,1,41824,37828.80,2,4,0,27,2,1
15015,18,73,0,67397,18437.30,0,5,0,734,1,0
15016,22,70,11,102253,8953.31,0,8,1,1009,0,0
15017,13,119,12,51339,12459.03,3,1,1,628,0,1
15018,14,100,3,97197,14925.34,3,8,0,79,0,1
15019,14,100,0,43781,33926.13,2,5,0,157,1,1
15020,12,40,9,47631,31964.79,1,4,0,996,2,1
15021,7,82,6,142908,30059.44,3,7,1,1022,1,1
15022,20,9,8,38100,16861.27,3,2,0,314,2,1
15023,18,21,11,117496,8923.33,3,1,0,157,2,0
15024,18,72,3,109386,26446.78,3,5,1,163,2,1
15025,14,101,8,41095,17480.47,2,3,1,157,2,1
15026,9,84,8,132146,9024.90,2,8,0,524,1,1
15027,13,117,6,22048,22232.18,3,3,0,354,0,1
15028,18,20,12,72616,26054.34,1,0,1,1022,2,1
15029,18,72,11,70001,21208.63,2,0,0,341,0,1
15030,18,20,2,136780,33471.41,0,7,1,27,1,1
15031,20,54,0,49413,49088.16,1,2,0,943,0,0
15032,25,30,12,33592,26109.54,1,1,1,157,0,0
15033,28,16,2,123624,34010.42,1,3,0,387,2,1
15034,25,61,5,143729,11572.00,0,9,0,1028,2,1
15035,22,97,5,148036,4960.52,2,9,0,808,0,1
15036,12,99,1,69012,25344.02,3,7,0,630,1,1
15037,18,21,7,144383,14645.53,2,0,1,628,1,1
15038,23,8,7,124374,15008.18,1,9,1,210,1,1
15039,18,20,7,17051,35985.00,3,0,0,0,2,0
15040,20,54,7,83335,6339.18,3,9,0,348,1,1
15041,25,51,3,123672,14045.44,0,3,1,288,1,1
15042,12,99,3,51507,30789.32,2,2,0,283,1,1
15043,2,3,4,10153,36500.77,3,2,0,252,2,1
15044,18,67,9,54116,31436.24,3,0,1,314,1,1
15045,14,52,9,143182,33623.39,0,7,1,0,0,1
15046,18,21,1,5130,9159.82,1,3,0,657,2,0
15047,16,36,7,86345,13110.19,0,9,0,471,0,1
15048,22,14,5,145716,31184.46,0,9,1,393,0,1
15049,11,87,1,142664,18790.62,2,5,1,56,2,1
15050,20,54,7,87260,26295.90,3,7,0,550,0,0
15051,5,69,6,61921,23720.14,1,6,0,976,2,1
15052,18,72,9,121796,9402.66,3,6,0,655,0,1
15053,28,62,7,118622,31572.44,3,4,1,240,2,1
15054,22,14,4,146569,26332.10,2,6,1,761,2,1
15055,20,9,2,64441,32501.25,1,8,1,236,0,1
15056,10,45,8,57699,14048.27,1,4,1,184,1,1
15057,11,19,4,99240,7387.34,1,6,1,314,2,1
15058,23,68,1,14948,33443.42,2,6,0,1015,1,1
15059,25,80,8,140443,36358.16,1,4,0,945,1,1
15060,22,64,10,124028,13038.81,3,8,0,519,1,1
15061,13,119,2,20462,4521.82,3,0,1,540,0,1
15062,28,62,4,92610,32331.14,0,0,1,190,2,1
15063,25,51,2,34226,15696.76,1,9,1,741,1,1
15064,7,38,10,53880,39236.90,3,4,0,1025,1,1
15065,6,98,9,16790,20939.34,3,0,1,341,1,1
15066,25,61,6,51902,16955.11,3,3,0,63,2,1
15067,16,93,7,54678,35800.04,0,6,1,1035,0,1
15068,27,92,1,131768,32567.77,2,5,0,169,0,1
15069,23,8,11,87390,22044.92,1,7,0,943,0,0
15070,6,22,7,82305,30037.75,0,5,1,10,1,0
15071,13,60,8,107649,35528.23,0,2,1,124,1,1
15072,18,72,11,31621,7114.27,3,0,1,576,1,1
15073,28,16,6,52939,18535.24,2,7,1,918,2,1
15074,23,104,7,60966,35870.38,2,4,0,786,0,1
15075,12,96,3,61270,21453.24,1,7,0,540,0,1
15076,28,57,12,132807,11324.66,1,3,0,499,1,1
15077,27,58,4,68339,15557.08,0,4,0,839,2,1
15078,7,113,12,63141,12058.31,2,7,0,184,0,1
15079,18,73,2,95984,22730.90,2,9,1,718,2,1
15080,14,102,3,132778,19880.13,1,0,1,895,2,1
15081,26,74,11,73299,11964.11,2,7,1,864,0,1
15082,20,95,2,24346,8718.77,1,7,0,374,2,1
15083,2,0,12,13204,33172.39,2,6,0,902,2,1
15084,12,96,2,80501,42032.38,2,6,1,1048,2,0
15085,27,92,7,124543,5313.22,0,8,0,85,0,1
15086,20,54,11,110600,7879.57,1,7,1,555,1,1
15087,28,105,7,24371,25254.48,0,6,1,85,2,1
15088,26,74,1,100681,27175.32,1,2,0,597,2,1
15089,2,116,9,64384,6327.86,2,4,0,145,1,1
15090,18,73,1,27437,48647.12,2,9,0,90,1,0
15091,25,80,7,136243,26216.82,2,7,0,131,0,1
15092,2,0,4,29565,4006.53,0,9,1,839,0,1
15093,16,111,0,114936,21381.10,3,2,0,184,1,1
15094,25,80,7,65570,28419.43,3,4,0,526,1,1
15095,16,111,6,100800,20276.63,3,8,0,655,1,0
15096,22,94,7,16330,12619.26,2,0,0,759,0,1
15097,9,84,5,43523,10955.27,2,1,1,471,2,1
15098,16,111,1,22769,28030.18,0,5,0,105,1,1
15099,27,29,12,40025,24202.99,0,5,1,907,1,1
15100,18,67,1,63174,29201.26,3,2,0,314,2,1
15101,2,114,2,40685,34976.66,0,7,1,996,1,1
15102,18,73,11,148846,14759.95,3,0,0,917,0,1
15103,25,65,7,37286,15801.31,3,5,0,500,2,1
